sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brand,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,fabric_care,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,primary_colour,required_options,short_description,size,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018-turquoise-s,,Default,simple,Women,"Default Category",base,Gap,,,,"2015-11-11 21:48:49",,,,,"Full description for ""Ajax Women's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Ajax Women's Baggy"" coming soon...","Ajax Women's Baggy","Ajax Women's Baggy",,,,,"Ajax Women's Baggy",,,"Product Info Column",,9.9900,green,0,"Full description for ""Ajax Women's Baggy"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:49",ajax-women-s-baggy,ajax-women-s-baggy-154.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018-turquoise-m,,Default,simple,Women,"Default Category",base,Gap,,,,"2015-11-11 21:48:49",,,,,"Full description for ""Ajax Women's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Ajax Women's Baggy"" coming soon...","Ajax Women's Baggy","Ajax Women's Baggy",,,,,"Ajax Women's Baggy",,,"Product Info Column",,9.9900,green,0,"Full description for ""Ajax Women's Baggy"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:49",ajax-women-s-baggy,ajax-women-s-baggy-155.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018-turquoise-l,,Default,simple,Women,"Default Category",base,Gap,,,,"2015-11-11 21:48:49",,,,,"Full description for ""Ajax Women's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Ajax Women's Baggy"" coming soon...","Ajax Women's Baggy","Ajax Women's Baggy",,,,,"Ajax Women's Baggy",,,"Product Info Column",,9.9900,green,0,"Full description for ""Ajax Women's Baggy"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:49",ajax-women-s-baggy,ajax-women-s-baggy-156.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018-turquoise-xl,,Default,simple,Women,"Default Category",base,Gap,,,,"2015-11-11 21:48:49",,,,,"Full description for ""Ajax Women's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Ajax Women's Baggy"" coming soon...","Ajax Women's Baggy","Ajax Women's Baggy",,,,,"Ajax Women's Baggy",,,"Product Info Column",,9.9900,green,0,"Full description for ""Ajax Women's Baggy"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:48:49",ajax-women-s-baggy,ajax-women-s-baggy-157.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019-brightred-m,,Default,simple,Women,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:49",,,,,"Full description for ""Arsenal Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Women's Casual"" coming soon...","Arsenal Women's Casual","Arsenal Women's Casual",,,,,"Arsenal Women's Casual",,,"Product Info Column",,14.9900,red,0,"Full description for ""Arsenal Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:49",arsenal-women-s-casual,arsenal-women-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019-limegreen-m,,Default,simple,Women,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Arsenal Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Women's Casual"" coming soon...","Arsenal Women's Casual","Arsenal Women's Casual",,,,,"Arsenal Women's Casual",,,"Product Info Column",,14.9900,green,0,"Full description for ""Arsenal Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:50",arsenal-women-s-casual,arsenal-women-s-casual-159.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019-royalblue-m,,Default,simple,Women,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Arsenal Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Women's Casual"" coming soon...","Arsenal Women's Casual","Arsenal Women's Casual",,,,,"Arsenal Women's Casual",,,"Product Info Column",,14.9900,blue,0,"Full description for ""Arsenal Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:50",arsenal-women-s-casual,arsenal-women-s-casual-160.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019-brightwhite-m,,Default,simple,Women,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Arsenal Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Women's Casual"" coming soon...","Arsenal Women's Casual","Arsenal Women's Casual",,,,,"Arsenal Women's Casual",,,"Product Info Column",,14.9900,white,0,"Full description for ""Arsenal Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:50",arsenal-women-s-casual,arsenal-women-s-casual-161.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-maroon-s,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,red,0,"Full description for ""Chelsea Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:50",chelsea-women-s-casual,chelsea-women-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-maroon-m,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,red,0,"Full description for ""Chelsea Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:50",chelsea-women-s-casual,chelsea-women-s-casual-163.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-maroon-l,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:50",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,red,0,"Full description for ""Chelsea Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:50",chelsea-women-s-casual,chelsea-women-s-casual-164.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-turquoise-s,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,green,0,"Full description for ""Chelsea Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-165.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-turquoise-m,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,green,0,"Full description for ""Chelsea Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-166.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-turquoise-l,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,green,0,"Full description for ""Chelsea Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-167.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-skyblue-s,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Chelsea Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-168.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-skyblue-m,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Chelsea Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-169.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-skyblue-l,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:51",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Chelsea Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:51",chelsea-women-s-casual,chelsea-women-s-casual-170.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-offwhite-s,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Chelsea Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-171.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-offwhite-m,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Chelsea Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-172.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-offwhite-l,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Chelsea Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-173.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-darkcharcoal-s,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,black,0,"Full description for ""Chelsea Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-174.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-darkcharcoal-m,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,black,0,"Full description for ""Chelsea Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-175.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020-darkcharcoal-l,,Default,simple,Women,"Default Category",base,Independent,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Chelsea Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Women's Casual"" coming soon...","Chelsea Women's Casual","Chelsea Women's Casual",,,,,"Chelsea Women's Casual",,,"Product Info Column",,19.9900,black,0,"Full description for ""Chelsea Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:52",chelsea-women-s-casual,chelsea-women-s-casual-176.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021-limegreen-xs,,Default,simple,Women,"Default Category",base,Nike,,,,"2015-11-11 21:48:52",,,,,"Full description for ""Liverpool Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Casual"" coming soon...","Liverpool Women's Casual","Liverpool Women's Casual",,,,,"Liverpool Women's Casual",,,"Product Info Column",,4.9900,green,0,"Full description for ""Liverpool Women's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-casual,liverpool-women-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021-limegreen-s,,Default,simple,Women,"Default Category",base,Nike,,,,"2015-11-11 21:48:53",,,,,"Full description for ""Liverpool Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Casual"" coming soon...","Liverpool Women's Casual","Liverpool Women's Casual",,,,,"Liverpool Women's Casual",,,"Product Info Column",,4.9900,green,0,"Full description for ""Liverpool Women's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-casual,liverpool-women-s-casual-178.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021-limegreen-m,,Default,simple,Women,"Default Category",base,Nike,,,,"2015-11-11 21:48:53",,,,,"Full description for ""Liverpool Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Casual"" coming soon...","Liverpool Women's Casual","Liverpool Women's Casual",,,,,"Liverpool Women's Casual",,,"Product Info Column",,4.9900,green,0,"Full description for ""Liverpool Women's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-casual,liverpool-women-s-casual-179.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021-limegreen-l,,Default,simple,Women,"Default Category",base,Nike,,,,"2015-11-11 21:48:53",,,,,"Full description for ""Liverpool Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Casual"" coming soon...","Liverpool Women's Casual","Liverpool Women's Casual",,,,,"Liverpool Women's Casual",,,"Product Info Column",,4.9900,green,0,"Full description for ""Liverpool Women's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-casual,liverpool-women-s-casual-180.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021-limegreen-xl,,Default,simple,Women,"Default Category",base,Nike,,,,"2015-11-11 21:48:53",,,,,"Full description for ""Liverpool Women's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Casual"" coming soon...","Liverpool Women's Casual","Liverpool Women's Casual",,,,,"Liverpool Women's Casual",,,"Product Info Column",,4.9900,green,0,"Full description for ""Liverpool Women's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-casual,liverpool-women-s-casual-181.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022-turquoise-m,,Default,simple,Women,"Default Category",base,Adidas,,,,"2015-11-11 21:48:53",,,,,"Full description for ""Liverpool Women's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Women's Baggy"" coming soon...","Liverpool Women's Baggy","Liverpool Women's Baggy",,,,,"Liverpool Women's Baggy",,,"Product Info Column",,9.9900,green,0,"Full description for ""Liverpool Women's Baggy"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:53",liverpool-women-s-baggy,liverpool-women-s-baggy.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Women/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
